id,time,elapsed,memory,priority,agentsreply,duplicatePackets,resentPackets,resultsize,continue,WhenFirstRow,TimeTotalExecute,NumRowsProcessed,NumIndexSeeks,NumIndexScans,NumIndexWildSeeks,NumIndexMerges,NumLeafCacheHits,NumNodeCacheHits,NumLeafCacheAdds,NumIndexAccepted,NumIndexRejected,NumIndexRowsRead,TimeSortElapsed,NumGroups,TimeLocalExecute,NumAllocations,SizeAgentReply,TimeAgentWait,TimeLeafLoad,TimeLeafRead,NumLeafDiskFetches,TimeLeafFetch,fDMetaphone1.NumStarts,fDMetaphone1.NumStops,fDMetaphone1.TimeLocalExecute,fREGEXREPLACE.NumStarts,fREGEXREPLACE.NumStops,fREGEXREPLACE.TimeLocalExecute,fgetGlobalId.NumStarts,fgetGlobalId.NumStops,fgetGlobalId.TimeLocalExecute,fgetLocalId.NumStarts,fgetLocalId.NumStops,fgetLocalId.TimeLocalExecute,fgetCallerId.NumStarts,fgetCallerId.NumStops,fgetCallerId.TimeLocalExecute,fdbglog.NumStarts,fdbglog.NumStops,fdbglog.TimeLocalExecute,NumNodeCacheAdds,TimeNodeLoad,TimeNodeRead,NumNodeDiskFetches,TimeNodeFetch, ,%BranchMiss,%LeafMiss,%BranchFetch,%LeafFetch,AvgTimeBranchFetch,AvgTimeLeafFetch
idlexternallinking.xidl_recswithindistance_service:{HpES3NjYU7Hn7vNZ7q6nmB},12:03:49.166,50,10,-2,65254,0,0,93980,0,20224-02-10T21:46:03.832Z,806.023,4218,371,2977,102,10,55,342,97,2993,2864,5841,0.001064,78,37.465,37286,63.724Kb,18.716,15.425,0.537475,1,0.120214,108,108,0.09931100000000001,2,2,0.010945,1,1,0.001101,1,1,0.000565,1,1,0.000188,1,1,0.012946,,,,,,,0.0,63.81578947368421,,1.0309278350515463,,0.120214
idlexternallinking.xidl_recswithindistance_service:{HpES3MbTTZkNzKsNsoWaLH},12:03:49.141,81,10,-2,110121,0,0,142089,0,20224-02-10T21:45:47.388Z,1228.0,7047,595,1750,168,11,90,521,114,1766,1535,3285,0.000696,129,48.624,61750,107.540Kb,25.765,27.333,8.542,28,8.19,236,236,0.129389,2,2,0.007111,1,1,0.000821,1,1,0.000354,1,1,0.000179,1,1,0.014807,,,,,,,0.0,55.88235294117647,,24.56140350877193,,0.2925
idlexternallinking.xidl_recswithindistance_service:{HpES3MFS2DFc2dKcQGB514},12:03:49.089,48,10,-2,35665,0,0,35850,0,20224-02-10T21:45:45.179Z,526.4,1986,192,281,60,8,32,207,45,297,219,500,0.000963,43,25.245,17309,34.829Kb,12.656,11.165,3.129,22,3.006,74,74,0.042796,2,2,0.008820999999999999,1,1,0.001021,1,1,0.000381,1,1,0.000191,1,1,0.014319,,,,,,,0.0,58.44155844155844,,48.888888888888886,,0.13663636363636364
idlexternallinking.xidl_recswithindistance_service:{HpES3HVdMaw8Q4tdaLLCrp},12:03:48.918,75,9,-2,111800,0,0,121125,0,20224-02-10T21:44:28.548Z,848.024,6198,810,1235,246,9,283,666,100,1251,906,2141,0.000492,113,35.996,51824,109.179Kb,17.912,19.933,4.201,27,3.9,356,356,0.310397,2,2,0.007503999999999999,1,1,0.0012070000000000002,1,1,0.000274,1,1,0.000203,1,1,0.0146,,,,,,,0.0,26.109660574412533,,27.0,,0.14444444444444443
idlexternallinking.xidl_recswithindistance_service:{HpES3FEUTVP3pBcpAKNdSR},12:03:48.901,178,11,-2,424180,0,0,678344,0,20224-02-10T21:43:50.853Z,1638.0,30945,2441,6677,638,11,303,1930,422,6693,5878,12555,0.000772,579,72.647,263763,414.238Kb,35.73,70.761,2.532,8,0.9639439999999999,1314,1314,0.654334,2,2,0.010192999999999999,1,1,0.001189,1,1,0.000333,1,1,0.000175,1,1,0.032049,,,,,,,0.0,58.206896551724135,,1.8957345971563981,,0.12049299999999999
idlexternallinking.xidl_recswithindistance_service:{HpES3EfCzqTns1afaRByjb},12:03:48.896,204,12,-2,522910,0,0,651072,0,20597-09-24T14:10:28.851Z,2847.0,32128,2362,7301,615,14,298,1879,429,7317,6071,13372,0.001618,572,124.9,268348,510.654Kb,62.14,95.366,25.677,64,24.334,1642,1642,0.757119,2,2,0.007477,1,1,0.000843,1,1,0.000381,1,1,0.000188,1,1,0.042539,,,,,,,0.0,59.009628610729024,,14.918414918414918,,0.38021875
idlexternallinking.xidl_recswithindistance_service:{HpES3AuX2KYLKvqE3ADaCT},12:03:48.580,86,10,-2,84807,0,0,97574,0,20117-05-12T13:34:56.821Z,1662.0,4926,414,6605,111,12,48,371,153,6621,6422,13027,0.000821,88,74.015,42386,82.819Kb,37.239,33.724,9.74,33,9.348,212,212,0.136763,2,2,0.00931,1,1,0.0011819999999999999,1,1,0.000371,1,1,0.000183,1,1,0.015671,,,,,,,0.0,76.11940298507463,,21.568627450980394,,0.2832727272727273
idlexternallinking.xidl_recswithindistance_service:{HpES36kk2B9mPx2vpvp7hK},12:03:48.370,97,10,-2,108468,0,0,154446,0,19583-08-13T20:55:37.863Z,1305.0,7310,616,1851,171,11,86,532,116,1865,1658,3509,0.000783,140,49.723,63730,105.925Kb,26.437,25.476,6.91,20,6.499,128,128,0.11536,2,2,0.011446999999999999,1,1,0.0014830000000000002,1,1,0.000394,1,1,0.000172,1,1,0.014312,,,,,,,0.0,57.42574257425743,,17.24137931034483,,0.32494999999999996
idlexternallinking.xidl_recswithindistance_service:{HpES32w9jLVbEhUEvjeinP},12:03:48.204,133,9,-2,136020,0,0,181162,0,17662-02-16T18:37:44.028Z,1016.9999999999999,9393,1073,599,489,9,388,944,130,607,342,941,0.000396,166,38.293,83989,132.832Kb,25.808,39.722,14.707,47,14.361,748,748,0.279868,2,2,0.020857,1,1,0.001274,1,1,0.000315,1,1,0.000185,1,1,0.019739999999999997,3,0.498196,0.381664,3,0.381664,,0.3167898627243928,25.096525096525095,100.0,36.15384615384615,0.12722133333333333,0.3055531914893617
idlexternallinking.xidl_recswithindistance_service:{HpES33BJSdDAqiz1FL4ok1},12:03:48.182,98,9,-2,137248,0,0,184211,0,17662-02-16T18:37:43.477Z,828.905,8777,684,417,182,4,85,558,110,425,113,530,0.000932,164,34.65,74701,134.031Kb,18.072,25.389,6.188,14,5.77,232,232,0.137102,2,2,0.006685,1,1,0.000848,1,1,0.000229,1,1,0.000179,1,1,0.016475999999999998,,,,,,,0.0,56.41025641025641,,12.727272727272727,,0.4121428571428571
idlexternallinking.xidl_recswithindistance_service:{HpES31NQpANo7WxPkYLDnU},12:03:48.036,47,9,-2,70206,0,0,84869,0,20117-05-12T13:32:00.346Z,818.128,4276,363,1195,102,8,50,334,76,1211,1062,2257,0.018716999999999998,80,40.154,38575,68.560Kb,20.202,21.309,5.112,27,4.894,92,92,0.053094999999999996,2,2,0.009265,1,1,0.000941,1,1,0.000421,1,1,0.000337,1,1,0.015222,,,,,,,0.0,60.317460317460316,,35.526315789473685,,0.18125925925925926
idlexternallinking.xidl_recswithindistance_service:{HpES2xVorYFNxQ578H97F1},12:03:47.901,65,10,-2,86695,0,0,118326,0,20117-05-12T13:31:08.625Z,835.232,5707,480,1188,130,9,71,412,84,1204,1032,2220,0.000933,110,34.463,49639,84.663Kb,17.177,17.691,3.782,26,3.546,318,318,0.224419,2,2,0.008369,1,1,0.0011539999999999999,1,1,0.000224,1,1,0.000166,1,1,0.015836,9,1.483,1.146,9,1.146,,2.137767220902613,54.193548387096776,100.0,30.952380952380953,0.12733333333333333,0.13638461538461538
idlexternallinking.xidl_recswithindistance_service:{HpES2vPgeA44A1q2zDbQNk},12:03:47.800,74,9,-2,103018,0,0,155773,0,20224-02-10T21:38:06.086Z,862.405,7274,726,1459,212,8,168,623,108,1475,1258,2717,0.000848,141,35.339,64061,100.603Kb,18.453,22.136,5.762,29,5.456,124,124,0.053003,2,2,0.008228999999999998,1,1,0.001307,1,1,0.000318,1,1,0.00016,1,1,0.012702999999999999,,,,,,,0.0,39.130434782608695,,26.85185185185185,,0.18813793103448279
idlexternallinking.xidl_recswithindistance_service:{HpES2j1mx69bNsHE3bDRAr},12:03:47.178,56,10,-2,67394,0,0,81798,0,20224-02-10T21:34:45.130Z,977.545,3876,340,4585,98,10,46,322,118,4601,4455,9040,0.0010069999999999999,69,45.971,34194,65.814Kb,23.328,18.981,0.523895,,,126,126,0.127186,2,2,0.009052,1,1,0.001158,1,1,0.00051,1,1,0.000185,1,1,0.014511,,,,,,,0.0,71.95121951219512,,0.0,,
idlexternallinking.xidl_recswithindistance_service:{HpES2a53VCCWKf87byajHo},12:03:46.800,151,11,-2,524287,0,0,876514,0,20224-02-10T21:32:00.084Z,2107.0,39517,3520,4642,1196,12,728,2887,541,4658,3645,8287,0.002021,754,78.536,343564,511.999Kb,38.103,81.742,3.487,14,1.692,910,910,0.491772,2,2,0.009033,1,1,0.001261,1,1,0.000437,1,1,0.000187,1,1,0.018523,,,,,,,0.0,42.63199369582348,,2.587800369685767,,0.12085714285714286
idlexternallinking.xidl_recswithindistance_service:{HpES2bCrZWukBW39LugftR},12:03:46.779,71,9,-2,83903,0,0,97906,0,18943-02-13T20:01:36.137Z,812.627,4915,399,339,111,6,55,350,70,351,168,507,0.000786,90,27.024,42042,81.936Kb,15.175,18.117,6.281,17,6.034,154,154,0.104029,2,2,0.012499,1,1,0.001971,1,1,0.000479,1,1,0.00025,1,1,0.017998999999999998,,,,,,,0.0,56.0,,24.285714285714285,,0.3549411764705882
idlexternallinking.xidl_recswithindistance_service:{HpES2XHW57RevyzKBWV1b2},12:03:46.652,153,11,-2,377207,0,0,625211,0,20597-09-24T13:57:34.569Z,2236.0,28224,2277,3125,607,8,310,1818,346,3141,2184,5309,0.00081,546,68.592,243119,368.366Kb,37.755,65.441,13.197,34,12.119,1186,1186,0.909914,2,2,0.007428,1,1,0.000984,1,1,0.000227,1,1,0.000179,1,1,0.0128,,,,,,,0.0,52.74390243902439,,9.826589595375722,,0.3564411764705882
idlexternallinking.xidl_recswithindistance_service:{HpES2RS1LdtgenTUfEzhzD},12:03:46.270,79,9,-2,90710,0,0,125467,0,19583-08-13T20:44:10.711Z,979.32,5791,491,2251,139,9,66,435,111,2265,2058,4309,0.000789,107,45.674,50630,88.583Kb,22.529,23.901,5.688,25,5.324,86,86,0.048003,2,2,0.009099,1,1,0.001135,1,1,0.000647,1,1,0.000161,1,1,0.014978,,,,,,,0.0,62.71186440677966,,22.52252252252252,,0.21295999999999998
idlexternallinking.xidl_recswithindistance_service:{HpES2N5MsucvrZ1pncFgxb},12:03:46.114,101,10,-2,121525,0,0,166763,0,20224-02-10T21:28:22.150Z,1156.0,7758,632,3668,168,10,81,534,130,3684,3389,7057,0.000829,143,46.037,65316,118.676Kb,23.465,30.149,1.866,11,1.215,296,296,0.158287,2,2,0.013563,1,1,0.001621,1,1,0.00033,1,1,0.000236,1,1,0.020415,,,,,,,0.0,61.611374407582936,,8.461538461538462,,0.11045454545454546
idlexternallinking.xidl_recswithindistance_service:{HpES2HaUZG79fjroUtQknt},12:03:45.911,137,10,-2,243279,0,0,268763,0,20224-02-10T21:27:14.452Z,1382.0,13830,1008,2743,267,9,148,836,164,2759,2181,4924,0.0012749999999999999,234,56.963,114057,237.577Kb,27.676,29.265,2.952,13,2.297,894,894,0.519113,2,2,0.00741,1,1,0.001149,1,1,0.000407,1,1,0.000189,1,1,0.015312,,,,,,,0.0,52.56410256410256,,7.926829268292683,,0.1766923076923077
idlexternallinking.xidl_recswithindistance_service:{HpES2Fy8pdN9PGDfGtMcqY},12:03:45.750,62,9,-2,68137,0,0,96945,0,20597-09-24T13:52:49.799Z,706.434,4497,642,954,111,7,224,507,69,1051,772,1807,0.000445,89,36.234,39740,66.540Kb,18.298,16.17,4.804,23,4.59,184,184,0.074405,2,2,0.010008,1,1,0.001304,1,1,0.000472,1,1,0.000255,1,1,0.013846,8,1.171,0.958453,8,0.958453,,1.5533980582524272,23.549488054607508,100.0,33.333333333333336,0.119806625,0.19956521739130434
idlexternallinking.xidl_recswithindistance_service:{HpES2EZQPk4zN3AV5njtBD},12:03:45.703,88,10,-2,156149,0,0,229778,0,20597-09-24T13:52:24.031Z,989.694,11052,897,1346,247,10,137,759,139,1362,1064,2410,0.0011690000000000001,207,40.617,98873,152.489Kb,20.123,27.069,5.864,26,5.432,450,450,0.21948099999999998,2,2,0.009461,1,1,0.00116,1,1,0.000318,1,1,0.000207,1,1,0.013959,,,,,,,0.0,50.36231884057971,,18.705035971223023,,0.20892307692307693
idlexternallinking.xidl_recswithindistance_service:{HpES2CUAjM76seeKLHC68L},12:03:45.611,109,10,-2,145122,0,0,220926,0,20597-09-24T13:51:46.719Z,1052.0,10407,952,1578,321,8,182,768,175,1594,1325,2903,0.000891,193,48.195,92852,141.720Kb,23.566,38.481,11.283,36,10.751,328,328,0.14189,2,2,0.008515,1,1,0.001247,1,1,0.000332,1,1,0.000196,1,1,0.015231999999999999,,,,,,,0.0,49.01960784313726,,20.571428571428573,,0.2986388888888889
idlexternallinking.xidl_recswithindistance_service:{HpES2ByYnK7VrfJkGPaEQd},12:03:45.604,127,10,-2,290594,0,0,474596,0,20224-02-10T21:25:21.346Z,1836.0,21406,1906,5686,633,13,383,1394,324,5702,5114,10800,0.0014570000000000002,406,80.95,186551,283.783Kb,40.42,69.369,17.209,41,16.251,784,784,0.29060199999999997,2,2,0.009138,1,1,0.001171,1,1,0.000222,1,1,0.000186,1,1,0.019317,,,,,,,0.0,45.82743988684583,,12.654320987654321,,0.3963658536585366
idlexternallinking.xidl_recswithindistance_service:{HpES2ACSAqLyfXGTujM2kH},12:03:45.531,148,10,-2,319908,0,0,507919,0,20224-02-10T21:24:47.234Z,1767.0,23875,2000,4088,528,12,262,1648,371,4104,3495,7583,0.0011639999999999999,431,65.881,212543,312.410Kb,36.075,68.227,12.643,82,11.649,946,946,0.446116,2,2,0.010945,1,1,0.001521,1,1,0.000546,1,1,0.0003,1,1,0.032055,,,,,,,0.0,58.60979462875198,,22.10242587601078,,0.14206097560975608
idlexternallinking.xidl_recswithindistance_service:{HpES2AT48ze4qQMJomfF9m},12:03:45.469,73,9,-2,75122,0,0,91661,0,20224-02-10T21:24:49.221Z,653.004,4512,392,1689,114,9,55,368,94,1705,1545,3234,,84,30.173,38913,73.361Kb,15.637,15.777,0.998266,5,0.5904969999999999,142,142,0.076347,2,2,0.007562999999999999,1,1,0.000761,1,1,0.000349,1,1,0.000262,1,1,0.012929,,,,,,,0.0,63.08724832214765,,5.319148936170213,,0.1180994
idlexternallinking.xidl_recswithindistance_service:{HpES28RWJsub4NPwXt52zx},12:03:45.424,135,10,-2,269217,0,0,367779,0,20224-02-10T21:24:19.630Z,2411.0,17553,1340,6774,358,10,167,1103,291,6790,6221,12995,0.000927,320,100.552,148178,262.907Kb,50.098,55.269,13.886,11,12.934,1026,1026,0.470798,2,2,0.010865,1,1,0.001111,1,1,0.000337,1,1,0.000286,1,1,0.020425000000000002,,,,,,,0.0,63.53711790393013,,3.7800687285223367,,1.1758181818181817
idlexternallinking.xidl_recswithindistance_service:{HpES27rLg1taryrummCJNp},12:03:45.337,79,9,-2,149118,0,0,230992,0,18302-08-17T19:08:51.084Z,587.145,10349,829,968,225,5,244,680,,978,692,1660,,195,20.564,87780,145.623Kb,9.632,,,,,372,372,0.224342,2,2,0.008108,1,1,0.001139,1,1,0.000284,1,1,0.000383,1,1,0.014126,,,,,,,0.0,0.0,,,,
idlexternallinking.xidl_recswithindistance_service:{HpES25oms5cp8cahPayJab},12:03:45.261,111,10,-2,127370,0,0,186073,0,19476-11-12T12:30:53.203Z,916.506,8744,710,1167,185,10,97,586,116,1181,940,2107,0.0013540000000000002,164,36.448,75756,124.384Kb,18.591,24.864,4.627,22,4.235,360,360,0.15917699999999999,2,2,0.007674,1,1,0.000837,1,1,0.000604,1,1,0.000171,1,1,0.013401999999999999,,,,,,,0.0,54.460093896713616,,18.96551724137931,,0.1925
idlexternallinking.xidl_recswithindistance_service:{HpES22hpJWRbaXKAmc5Hty},12:03:45.068,83,9,-2,200232,0,0,241931,0,20224-02-10T21:22:28.477Z,848.876,12317,971,692,269,7,285,811,,708,186,878,0.001063,218,32.123,104818,195.539Kb,15.395,,,,,706,706,0.29584699999999997,2,2,0.007437999999999999,1,1,0.001471,1,1,0.000326,1,1,0.00017,1,1,0.01796,,,,,,,0.0,0.0,,,,
idlexternallinking.xidl_recswithindistance_service:{HpES22XstKfgGSXduZRDdd},12:03:45.056,79,10,-2,103313,0,0,104095,0,20597-09-24T13:48:43.818Z,1077.0,5695,434,4092,119,8,53,381,123,4108,3850,7942,0.00095,98,50.066,50260,100.891Kb,24.555,21.034,1.901,11,1.432,354,354,0.151066,2,2,0.007977999999999999,1,1,0.001119,1,1,0.000387,1,1,0.000175,1,1,0.013101000000000002,,,,,,,0.0,69.88636363636364,,8.94308943089431,,0.13018181818181818
idlexternallinking.xidl_recswithindistance_service:{HpES1yjyfwkqozPWVaFX1N},12:03:44.896,66,9,-2,126549,0,0,162178,0,18943-02-13T19:51:39.457Z,886.05,8134,670,1381,196,7,103,564,122,1393,1119,2500,0.0016339999999999998,146,34.049,74403,123.583Kb,17.954,25.181,5.062,25,4.672,206,206,0.114157,2,2,0.012152,1,1,0.001485,1,1,0.000338,1,1,0.000211,1,1,0.021168,,,,,,,0.0,54.22222222222222,,20.491803278688526,,0.18688
idlexternallinking.xidl_recswithindistance_service:{HpES1vwdDb46HyEpNcqNMB},12:03:44.815,135,10,-2,170958,0,0,247254,0,20224-02-10T21:20:53.464Z,980.74,12291,1061,3563,288,13,170,903,183,3579,3248,6811,0.001078,219,43.547,110491,166.951Kb,22.619,31.351,1.438,7,0.69525,372,372,0.238651,2,2,0.009738,1,1,0.001074,1,1,0.000296,1,1,0.000207,1,1,0.033603,,,,,,,0.0,51.8413597733711,,3.8251366120218577,,0.09932142857142857
idlexternallinking.xidl_recswithindistance_service:{HpES1wkk1RPaAwGkAFsTeb},12:03:44.807,84,10,-2,132517,0,0,183868,0,20117-05-12T13:13:30.165Z,972.775,8775,703,772,186,9,93,599,122,788,522,1294,0.000747,164,40.268,76172,129.411Kb,20.065,24.822,4.111,25,3.678,226,226,0.148388,2,2,0.009906,1,1,0.0013460000000000002,1,1,0.000372,1,1,0.000257,1,1,0.017776,,,,,,,0.0,56.74418604651163,,20.491803278688526,,0.14712
idlexternallinking.xidl_recswithindistance_service:{HpES1tfDNv4UKK7zcHPshu},12:03:44.631,71,10,-2,78588,0,0,94443,0,20224-02-10T21:20:03.280Z,752.437,4763,403,850,114,8,56,367,81,866,697,1547,0.000901,86,33.228,41924,76.746Kb,16.477,17.639,3.913,18,3.623,212,212,0.12063800000000001,2,2,0.008571,1,1,0.00125,1,1,0.000368,1,1,0.000278,1,1,0.018021000000000002,,,,,,,0.0,59.12408759124087,,22.22222222222222,,0.20127777777777778
idlexternallinking.xidl_recswithindistance_service:{HpES1ryPD6UhLL4y7JiJqH},12:03:44.557,86,9,-2,132433,0,0,200206,0,20224-02-10T21:19:34.546Z,1207.0,9310,757,1538,205,6,97,635,138,1554,1304,2842,0.000935,175,50.545,81409,129.329Kb,25.562,31.708,10.601,32,10.206,388,388,0.171724,2,2,0.008581,1,1,0.0011020000000000001,1,1,0.000476,1,1,0.000172,1,1,0.013845000000000001,,,,,,,0.0,58.723404255319146,,23.18840579710145,,0.3189375
idlexternallinking.xidl_recswithindistance_service:{HpES1rPyJStr9NDWxkFPjT},12:03:44.551,112,11,-2,189032,0,0,267949,0,20224-02-10T21:19:25.927Z,1847.0,12849,1055,3279,282,15,128,878,216,3295,2909,6188,0.0010409999999999998,234,72.806,111752,184.601Kb,40.65,50.311,15.789,52,15.2,378,378,0.22995,2,2,0.010615,1,1,0.0013189999999999999,1,1,0.000575,1,1,0.000192,1,1,0.024741,10,2.976,2.633,10,2.633,,1.1261261261261262,62.7906976744186,100.0,24.074074074074073,0.2633,0.29230769230769227
idlexternallinking.xidl_recswithindistance_service:{HpES1mRUDdJThAuMUGP6YN},12:03:44.255,78,10,-2,115390,0,0,185821,0,20597-09-24T13:44:00.888Z,817.916,8483,713,619,192,7,99,600,117,635,428,1047,0.001181,163,29.95,74268,112.685Kb,16.244,23.099,4.154,21,3.746,154,154,0.0606,2,2,0.00743,1,1,0.000891,1,1,0.000596,1,1,0.000156,1,1,0.012209,,,,,,,0.0,54.166666666666664,,17.94871794871795,,0.1783809523809524
idlexternallinking.xidl_recswithindistance_service:{HpES1h8GE2Z2W89wjKZ4ZM},12:03:44.024,75,10,-2,91117,0,0,119155,0,20597-09-24T13:42:46.742Z,1414.0,5551,458,5157,127,8,57,406,145,5173,4978,10135,0.000767,101,65.109,47652,88.981Kb,32.637,29.125,7.769,21,7.313,262,262,0.124299,2,2,0.009179999999999999,1,1,0.001063,1,1,0.000603,1,1,0.000236,1,1,0.014496,,,,,,,0.0,71.78217821782178,,14.482758620689655,,0.34823809523809524
idlexternallinking.xidl_recswithindistance_service:{HpES1eeargkjakRBgJWzrV},12:03:43.868,51,9,-2,68420,0,0,72159,0,20224-02-10T21:15:49.127Z,1036.0,4225,435,1855,132,12,63,421,109,1871,1725,3580,,67,34.051,40600,66.816Kb,20.889,27.64,8.4,25,7.956,64,64,0.046118,2,2,0.011654,1,1,0.001868,1,1,0.000798,1,1,0.000228,1,1,0.029001000000000002,,,,,,,0.0,63.372093023255815,,22.93577981651376,,0.31824
idlexternallinking.xidl_recswithindistance_service:{HpES1duLRgy5E3HwsBU5sx},12:03:43.863,85,10,-2,254153,0,0,314153,0,19583-08-13T20:30:50.677Z,1186.0,15646,1193,2173,330,8,159,985,207,2187,1635,3808,0.001183,278,42.238,132743,248.196Kb,21.462,33.95,3.731,23,3.096,602,602,0.22888399999999998,2,2,0.008334,1,1,0.0011020000000000001,1,1,0.000368,1,1,0.000177,1,1,0.01285,,,,,,,0.0,56.557377049180324,,11.11111111111111,,0.13460869565217393
idlexternallinking.xidl_recswithindistance_service:{HpES1eWfJbuQNnw4haskbU},12:03:43.853,44,10,-2,47425,0,0,55504,0,20224-02-10T21:15:47.613Z,794.501,2683,257,677,77,9,39,258,60,693,552,1229,0.000689,49,36.699,24242,46.313Kb,18.898,18.948,8.654,24,8.472,106,106,0.08636400000000001,2,2,0.008751,1,1,0.000962,1,1,0.000486,1,1,0.00022,1,1,0.013194,,,,,,,0.0,60.60606060606061,,40.0,,0.353
idlexternallinking.xidl_recswithindistance_service:{HpES1b5MAvAoHwPY5h5ZHM},12:03:43.766,139,11,-2,276579,0,0,411771,0,20224-02-10T21:14:44.878Z,1265.0,19119,1499,1335,388,11,187,1198,234,1351,803,2138,0.0010940000000000001,356,48.426,160650,270.096Kb,24.106,41.624,1.526,5,0.588259,974,974,0.378601,2,2,0.009715,1,1,0.00121,1,1,0.0006,1,1,0.000146,1,1,0.017175,,,,,,,0.0,55.581947743467936,,2.1367521367521367,,0.1176518
idlexternallinking.xidl_recswithindistance_service:{HpES1XseCqH2bDWGZAiYXw},12:03:43.734,277,15,-2,1389083,0,0,2462881,0,20597-09-24T13:39:57.257Z,6028.0,109375,10313,7809,3203,9,2388,8037,1306,7916,5214,13114,0.001072,2097,160.066,935799,1.324Mb,95.827,244.01,31.076,123,27.051,1562,1562,0.7215,2,2,0.010060000000000001,1,1,0.001506,1,1,0.000463,1,1,0.00032,1,1,0.030754,5,0.72097,0.593407,5,0.593407,,0.062173588659537427,35.35462912831619,100.0,9.418070444104135,0.1186814,0.21992682926829266
idlexternallinking.xidl_recswithindistance_service:{HpERo1pVwXfMAorJj2XDpY},12:03:05.163,181,11,-2,565247,0,0,959733,0,19316-09-28T08:42:06.156Z,1897.0,43061,3419,5776,917,6,500,2707,489,5788,4785,10561,0.000734,821,78.312,369335,551.999Kb,36.232,79.749,8.026,34,6.552,906,906,0.455765,2,2,0.009304,1,1,0.001188,1,1,0.000244,1,1,0.000191,1,1,0.012081,,,,,,,0.0,49.44388270980789,,6.952965235173824,,0.19270588235294117
idlexternallinking.xidl_recswithindistance_service:{HpERnzfnWr9c4h5EpzuRg5},12:03:05.034,113,10,-2,98114,0,0,118017,0,20224-02-10T17:34:08.770Z,872.402,6010,504,1530,145,11,67,458,110,1546,1336,2866,0.001227,110,37.495,53167,95.814Kb,19.511,27.216,6.134,26,5.701,202,202,0.137943,2,2,0.009728,1,1,0.0010760000000000001,1,1,0.000298,1,1,0.000191,1,1,0.013026,,,,,,,0.0,62.14689265536723,,23.636363636363637,,0.21926923076923074
idlexternallinking.xidl_recswithindistance_service:{HpERnyjpBr8Ldgr373Gh7f},12:03:05.025,152,11,-2,727885,0,0,1226609,0,17662-02-16T15:05:55.896Z,1703.0,55639,5185,1546,1248,5,981,3914,708,1690,47,1729,0.00057,1059,59.713,473896,710.825Kb,31.204,123.757,11.492,66,9.261,1104,1104,0.54464,2,2,0.010977,1,1,0.000949,1,1,0.000698,1,1,0.000199,1,1,0.025015,,,,,,,0.0,41.91829484902309,,9.322033898305085,,0.14031818181818181
idlexternallinking.xidl_recswithindistance_service:{HpERnyac4KYsr7qSrxraMt},12:03:04.981,117,10,-2,253058,0,0,298548,0,20224-02-10T17:33:48.787Z,1699.0,15187,1635,2508,811,15,668,1432,184,2524,1944,4452,0.001018,264,58.34,129119,247.126Kb,31.482,31.915,2.977,18,2.296,1132,1132,0.425594,2,2,0.007617,1,1,0.001304,1,1,0.000181,1,1,0.000177,1,1,0.015518,,,,,,,0.0,21.5962441314554,,9.782608695652174,,0.12755555555555553
idlexternallinking.xidl_recswithindistance_service:{HpERnyYDajC1V6UVuf1hph},12:03:04.951,89,10,-2,149337,0,0,220576,0,20597-09-24T09:55:21.464Z,725.738,10640,891,1305,247,11,131,757,149,1321,1036,2341,0.001724,197,41.972,96452,145.836Kb,22.334,27.33,4.134,27,3.659,204,204,0.099351,2,2,0.008513999999999999,1,1,0.001092,1,1,0.000684,1,1,0.000221,1,1,0.011231999999999999,,,,,,,0.0,53.214285714285715,,18.120805369127517,,0.1355185185185185
idlexternallinking.xidl_recswithindistance_service:{HpERntZbEfJY4xHCVSCVaf},12:03:04.663,65,10,-2,118497,0,0,144094,0,20224-02-10T17:32:16.481Z,706.563,7394,591,1667,162,10,81,523,118,1683,1431,3098,0.001299,133,32.008,67167,115.719Kb,16.552,18.535,0.616239,1,0.112739,254,254,0.121449,2,2,0.008685,1,1,0.00102,1,1,0.000476,1,1,0.000199,1,1,0.015333,,,,,,,0.0,59.2964824120603,,0.847457627118644,,0.112739
idlexternallinking.xidl_recswithindistance_service:{HpERnmcDVgEBzQ1ZwFB4oJ},12:03:04.333,103,10,-2,185715,0,0,246779,0,20224-02-10T17:30:11.087Z,841.561,11611,921,670,258,9,115,786,165,686,286,956,0.000899,210,40.645,98550,181.362Kb,19.38,32.021,6.498,20,5.927,654,654,0.278902,2,2,0.008654,1,1,0.001155,1,1,0.000309,1,1,0.000315,1,1,0.011525,,,,,,,0.0,58.92857142857143,,12.121212121212121,,0.29635
idlexternallinking.xidl_recswithindistance_service:{HpERnknrcm6v6AQrG6n9v3},12:03:04.243,57,10,-2,52061,0,0,56201,0,20597-09-24T09:51:27.835Z,1267.0,2866,267,3851,80,11,42,257,90,3867,3755,7606,0.0012230000000000001,53,58.61,25487,50.840Kb,28.948,23.715,9.219,26,8.993,64,64,0.06016,2,2,0.008182,1,1,0.000978,1,1,0.000325,1,1,0.000174,1,1,0.015384,,,,,,,0.0,68.18181818181819,,28.88888888888889,,0.3458846153846154
